,textID,text,sentiment,tuned_sentiment
643,4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,neutral,positive
644,06ed7a838d,got the twilight board game today  good old ebay..,positive,neutral
645,b1da216450,3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,negative,negative
646,667e216a44, ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,positive,positive
647,b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well,neutral,neutral
648,101bf94294, finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,neutral,neutral
649,c2392d49e0, one of our governors is one of the directors of the company,neutral,neutral
650,1962095a32, rofl that`s what we like to hear,positive,positive
651,062ffc4f0d,sad that will have to leave my beautiful apartment,neutral,negative
652,bb53ba1a89, i can`t believe that you guys are gonna stay just one day here in Rio de Janeiro again,neutral,neutral
653,2246ed3d84,Loves random acts of kindness and laughter,positive,positive
654,cb8cb99053, How are you?,neutral,neutral
655,facd1f468e,3-4 hours sleep last night  barely functioning,negative,negative
656,76f0861133, happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,positive,positive
657,b9d896f209," Yes, maybe, but for today, I write",neutral,neutral
658,d0c93e2a81,"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",neutral,negative
659,0117a03b6d,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,positive,positive
660,4e43ad756c, Aw it says the pic doesn`t exist anymore,negative,neutral
661,2d5206550f, Always a good idea.,positive,positive
662,343c2dd395, That was fantastic! Thank you,positive,positive
663,b5e7df1efe,  sad face.,negative,negative
664,7e45ea194d,_ aww thats too bad you lost it though,negative,negative
665,d3ac1634fc,i love the dreambears!.. i want a **** best friend!,positive,positive
666,95db70d9c2, yup! way to **** early and I`m already at work,neutral,neutral
667,a35314257a, Edgefest!  or maybe  since you`re driving...,neutral,neutral
668,c956722677,My room is too hot to sleep in.,negative,negative
669,3db940a3d7," I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",positive,positive
670,db828c7bda, That`s love.,positive,positive
671,d05b0f464a, well.. i dont have to do any resits... lol... so its MY last exam,neutral,neutral
672,e4f5ac16a7,_n Where can I get some?,neutral,neutral
673,ad0dd05c20," ali, just like you do!!!   have such a wonderful sunday!",positive,positive
674,570a5c063b,_alfradique No fun   Well hopefully you don`t have much more to go...,positive,neutral
675,c5d1af4ed5, Ace @ the exams!,neutral,neutral
676,d65a8658b0,"  I just got through doing my work now I can take the whole day off, its great being your own boss",positive,positive
677,17d1fdde01,"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",negative,positive
678,d7b287d1e7,where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,neutral,neutral
679,a567459a1a,  read something happy?,positive,positive
680,89de64f532, can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,neutral,neutral
681,60b050c72a,i need a good idea... FAST!,positive,neutral
682,71f389a974,Calling it a night .... talk to yall tomorrow,neutral,neutral
683,bdc7de6846," yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",neutral,neutral
684,7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral,neutral
685,9b3fcf1668,Jesus Christ meadowhall could do with better air con! Too hot,negative,negative
686,8b1ef2334e, not sexy with 2 tubes sticking out of my stomach  but thanks !,positive,positive
687,7013b54ea6,"_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",negative,neutral
688,f61ae5403a," It`s 12AM! ,  and I are still up, sending you as much tweets as we can! Philippines tour please?",neutral,neutral
689,a267c3e874, We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,neutral,neutral
690,4f7cba2eff," ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",neutral,neutral
691,f1f8d50eff, I want an invite - sick of seeing all these links for people playing and being left out,negative,negative
692,e22beff480, Nooooo!  Working this weekend,negative,neutral
693,4de0e1bb73,"Perfect night. Best month of my life so far!! You my boo, ",positive,positive
694,934ac753a2," Nope, I`m on my way home now.",neutral,neutral
695,eb9b4d2431, Big Thanks Melody!  Gotta love that sunshine-lots of vit D,positive,positive
696,c9dfbf4275, I have a new found respect for you now that I know you know the Konami code!,neutral,positive
697,650fcedd22,he`s back! meeting him in 40 mins,neutral,neutral
698,0182dd7de1,Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,negative,positive
699,95410148bf,"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",positive,negative
700,20eeee52df,I sometimes feel like the only person in the world without an iphone,neutral,negative
701,32db5fc0a5,"is back at working auditing away, time to make the hard decisions and be happy",positive,positive
702,cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,neutral
703,9198679ac1,stupid wireless!!,negative,negative
704,25c3c99b1a, I was never a good stereotypical teen,negative,negative
705,dc6dae7f3b, http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,neutral,neutral
706,892b8a0cf8,so i guess we r sleepin over.,neutral,neutral
